|dates|Laurel_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Laurel_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Laurel_Kentucky_UnitedStates.Male_Total_Population.data|Laurel_Kentucky_UnitedStates.Male_Total_Population.missing|Laurel_Kentucky_UnitedStates.Female_Total_Population.data|Laurel_Kentucky_UnitedStates.Female_Total_Population.missing|Laurel_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Laurel_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9921.0|0|29725.0|0|30944.0|0|14052.0|0
