|dates|Nemaha_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nemaha_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nemaha_Kansas_UnitedStates.Male_Total_Population.data|Nemaha_Kansas_UnitedStates.Male_Total_Population.missing|Nemaha_Kansas_UnitedStates.Female_Total_Population.data|Nemaha_Kansas_UnitedStates.Female_Total_Population.missing|Nemaha_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Nemaha_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2048.0|0|5140.0|0|5015.0|0|2639.0|0
