|dates|GrandTraverse_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GrandTraverse_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GrandTraverse_Michigan_UnitedStates.Male_Total_Population.data|GrandTraverse_Michigan_UnitedStates.Male_Total_Population.missing|GrandTraverse_Michigan_UnitedStates.Female_Total_Population.data|GrandTraverse_Michigan_UnitedStates.Female_Total_Population.missing|GrandTraverse_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|GrandTraverse_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18427.0|0|45296.0|0|47277.0|0|18730.0|0
