|dates|Jefferson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Montana_UnitedStates.Male_Total_Population.data|Jefferson_Montana_UnitedStates.Male_Total_Population.missing|Jefferson_Montana_UnitedStates.Female_Total_Population.data|Jefferson_Montana_UnitedStates.Female_Total_Population.missing|Jefferson_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2594.0|0|6111.0|0|5986.0|0|2466.0|0
