|dates|Parker_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Parker_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Parker_Texas_UnitedStates.Male_Total_Population.data|Parker_Texas_UnitedStates.Male_Total_Population.missing|Parker_Texas_UnitedStates.Female_Total_Population.data|Parker_Texas_UnitedStates.Female_Total_Population.missing|Parker_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Parker_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21302.0|0|68872.0|0|69499.0|0|34364.0|0
