|dates|Lee_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_SouthCarolina_UnitedStates.Male_Total_Population.data|Lee_SouthCarolina_UnitedStates.Male_Total_Population.missing|Lee_SouthCarolina_UnitedStates.Female_Total_Population.data|Lee_SouthCarolina_UnitedStates.Female_Total_Population.missing|Lee_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3147.0|0|8813.0|0|8329.0|0|3453.0|0
