|dates|Brantley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brantley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brantley_Georgia_UnitedStates.Male_Total_Population.data|Brantley_Georgia_UnitedStates.Male_Total_Population.missing|Brantley_Georgia_UnitedStates.Female_Total_Population.data|Brantley_Georgia_UnitedStates.Female_Total_Population.missing|Brantley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Brantley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3140.0|0|9312.0|0|9585.0|0|4437.0|0
