|dates|Westmoreland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Westmoreland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Westmoreland_Virginia_UnitedStates.Male_Total_Population.data|Westmoreland_Virginia_UnitedStates.Male_Total_Population.missing|Westmoreland_Virginia_UnitedStates.Female_Total_Population.data|Westmoreland_Virginia_UnitedStates.Female_Total_Population.missing|Westmoreland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Westmoreland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4520.0|0|8700.0|0|9130.0|0|3363.0|0
