|dates|Hancock_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Illinois_UnitedStates.Male_Total_Population.data|Hancock_Illinois_UnitedStates.Male_Total_Population.missing|Hancock_Illinois_UnitedStates.Female_Total_Population.data|Hancock_Illinois_UnitedStates.Female_Total_Population.missing|Hancock_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4134.0|0|8850.0|0|8994.0|0|3734.0|0
