|dates|Macomb_Michigan_UnitedStates.BLS_EmployedPopulation.data|Macomb_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Macomb_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Macomb_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Macomb_Michigan_UnitedStates.BLS_UnemploymentRate.data|Macomb_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Macomb_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Macomb_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-02|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-03|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-04|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-05|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-06|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-07|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-08|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-09|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-10|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-11|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-12|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-13|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-14|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-15|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-16|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-17|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-18|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-19|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-20|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-21|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-22|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-23|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-24|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-25|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-26|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-27|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-28|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-29|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-30|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-01-31|429525.5|0|21632.0|0|4.794777876905515|0|451157.5|0
0|2020-02-01|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-02|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-03|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-04|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-05|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-06|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-07|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-08|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-09|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-10|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-11|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-12|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-13|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-14|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-15|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-16|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-17|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-18|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-19|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-20|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-21|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-22|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-23|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-24|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-25|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-26|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-27|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-28|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-02-29|430435.5|0|17023.5|0|3.8044826453373384|0|447459.0|0
0|2020-03-01|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-02|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-03|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-04|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-05|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-06|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-07|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-08|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-09|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-10|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-11|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-12|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-13|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-14|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-15|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-16|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-17|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-18|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-19|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-20|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-21|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-22|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-23|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-24|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
0|2020-03-25|428104.5|0|21143.0|0|4.706314448049238|0|449247.5|0
