|dates|Keokuk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Keokuk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Keokuk_Iowa_UnitedStates.Male_Total_Population.data|Keokuk_Iowa_UnitedStates.Male_Total_Population.missing|Keokuk_Iowa_UnitedStates.Female_Total_Population.data|Keokuk_Iowa_UnitedStates.Female_Total_Population.missing|Keokuk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Keokuk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2192.0|0|5201.0|0|5024.0|0|2346.0|0
