|dates|Robertson_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Robertson_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Robertson_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Robertson_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Robertson_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Robertson_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Robertson_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Robertson_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-02|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-03|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-04|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-05|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-06|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-07|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-08|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-09|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-10|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-11|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-12|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-13|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-14|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-15|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-16|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-17|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-18|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-19|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-20|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-21|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-22|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-23|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-24|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-25|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-26|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-27|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-28|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-29|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-30|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-01-31|37411.5|0|1226.5|0|3.174336145763238|0|38638.0|0
0|2020-02-01|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-02|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-03|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-04|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-05|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-06|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-07|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-08|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-09|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-10|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-11|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-12|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-13|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-14|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-15|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-16|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-17|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-18|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-19|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-20|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-21|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-22|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-23|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-24|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-25|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-26|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-27|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-28|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-02-29|37667.5|0|1205.0|0|3.0998778056466656|0|38872.5|0
0|2020-03-01|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-02|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-03|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-04|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-05|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-06|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-07|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-08|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-09|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-10|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-11|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-12|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-13|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-14|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-15|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-16|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-17|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-18|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-19|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-20|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-21|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-22|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-23|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-24|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-25|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-26|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-27|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-28|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-29|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-30|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-03-31|37323.0|0|1198.0|0|3.1099919524415256|0|38521.0|0
0|2020-04-01|30773.0|0|4669.5|0|13.174860689849757|0|35442.5|0
0|2020-04-02|30773.0|0|4669.5|0|13.174860689849757|0|35442.5|0
