|dates|Beaver_Utah_UnitedStates.JHU_ConfirmedCases.data|Beaver_Utah_UnitedStates.JHU_ConfirmedCases.missing|Beaver_Utah_UnitedStates.NYT_ConfirmedCases.data|Beaver_Utah_UnitedStates.NYT_ConfirmedCases.missing|Beaver_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Beaver_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Beaver_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Beaver_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
