|dates|Marlboro_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marlboro_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marlboro_SouthCarolina_UnitedStates.Male_Total_Population.data|Marlboro_SouthCarolina_UnitedStates.Male_Total_Population.missing|Marlboro_SouthCarolina_UnitedStates.Female_Total_Population.data|Marlboro_SouthCarolina_UnitedStates.Female_Total_Population.missing|Marlboro_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Marlboro_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4761.0|0|13778.0|0|12620.0|0|5257.0|0
