|dates|Marshall_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Kentucky_UnitedStates.Male_Total_Population.data|Marshall_Kentucky_UnitedStates.Male_Total_Population.missing|Marshall_Kentucky_UnitedStates.Female_Total_Population.data|Marshall_Kentucky_UnitedStates.Female_Total_Population.missing|Marshall_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6809.0|0|15281.0|0|15910.0|0|6423.0|0
