|dates|SanSaba_Texas_UnitedStates.BLS_EmployedPopulation.data|SanSaba_Texas_UnitedStates.BLS_EmployedPopulation.missing|SanSaba_Texas_UnitedStates.BLS_UnemployedPopulation.data|SanSaba_Texas_UnitedStates.BLS_UnemployedPopulation.missing|SanSaba_Texas_UnitedStates.BLS_UnemploymentRate.data|SanSaba_Texas_UnitedStates.BLS_UnemploymentRate.missing|SanSaba_Texas_UnitedStates.BLS_LaborForcePopulation.data|SanSaba_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-02|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-03|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-04|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-05|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-06|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-07|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-08|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-09|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-10|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-11|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-12|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-13|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-14|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-15|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-16|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-17|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-18|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-19|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-20|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-21|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-22|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-23|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-24|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-25|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-26|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-27|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-28|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-29|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-30|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-01-31|2416.0|0|92.5|0|3.687462627067969|0|2508.5|0
0|2020-02-01|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-02|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-03|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-04|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-05|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-06|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-07|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-08|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-09|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-10|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-11|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-12|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-13|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-14|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-15|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-16|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-17|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-18|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-19|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-20|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-21|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-22|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-23|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-24|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-25|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-26|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-27|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-28|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-02-29|2427.5|0|91.0|0|3.6132618622195753|0|2518.5|0
0|2020-03-01|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-02|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-03|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-04|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-05|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-06|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-07|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-08|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-09|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-10|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-11|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-12|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-13|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-14|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-15|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-16|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-17|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-18|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-19|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-20|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-21|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-22|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-23|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-24|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-25|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-26|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-27|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-28|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-29|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-30|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-03-31|2342.0|0|127.5|0|5.162988459202268|0|2469.5|0
0|2020-04-01|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-02|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-03|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-04|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-05|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-06|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-07|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-08|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-09|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-10|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-11|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-12|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-13|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-14|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-15|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-16|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-17|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-18|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-19|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-20|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-21|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-22|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-23|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-24|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-25|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-26|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-27|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-28|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-29|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-04-30|1939.5|0|136.5|0|6.57514450867052|0|2076.0|0
0|2020-05-01|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-02|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-03|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-04|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-05|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-06|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-07|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-08|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-09|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-10|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-11|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-12|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-13|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-14|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-15|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-16|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
0|2020-05-17|1906.0|0|132.0|0|6.4769381746810595|0|2038.0|0
