|dates|Imperial_California_UnitedStates.BLS_EmployedPopulation.data|Imperial_California_UnitedStates.BLS_EmployedPopulation.missing|Imperial_California_UnitedStates.BLS_UnemployedPopulation.data|Imperial_California_UnitedStates.BLS_UnemployedPopulation.missing|Imperial_California_UnitedStates.BLS_UnemploymentRate.data|Imperial_California_UnitedStates.BLS_UnemploymentRate.missing|Imperial_California_UnitedStates.BLS_LaborForcePopulation.data|Imperial_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-02|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-03|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-04|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-05|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-06|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-07|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-08|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-09|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-10|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-11|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-12|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-13|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-14|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-15|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-16|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-17|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-18|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-19|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-20|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-21|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-22|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-23|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-24|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-25|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-26|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-27|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-28|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-29|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-30|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-01-31|58855.5|0|13734.0|0|18.920091748806644|0|72589.5|0
0|2020-02-01|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-02|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-03|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-04|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-05|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-06|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-07|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-08|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-09|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-10|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-11|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-12|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-13|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-14|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-15|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-16|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-17|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-18|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-19|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-20|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-21|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-22|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
0|2020-02-23|59179.5|0|12628.5|0|17.58648061497326|0|71808.0|0
