|dates|Eddy_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eddy_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eddy_NorthDakota_UnitedStates.Male_Total_Population.data|Eddy_NorthDakota_UnitedStates.Male_Total_Population.missing|Eddy_NorthDakota_UnitedStates.Female_Total_Population.data|Eddy_NorthDakota_UnitedStates.Female_Total_Population.missing|Eddy_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Eddy_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|532.0|0|1148.0|0|1165.0|0|545.0|0
