|dates|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedCases.data|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|OutofMN_Minnesota_UnitedStates.NYT_ConfirmedCases.data|OutofMN_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMN_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
