|dates|Mahoning_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mahoning_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mahoning_Ohio_UnitedStates.Male_Total_Population.data|Mahoning_Ohio_UnitedStates.Male_Total_Population.missing|Mahoning_Ohio_UnitedStates.Female_Total_Population.data|Mahoning_Ohio_UnitedStates.Female_Total_Population.missing|Mahoning_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Mahoning_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48145.0|0|112452.0|0|117190.0|0|45992.0|0
