|dates|Shoshone_Idaho_UnitedStates.AveragePrecipitationTotal.data|Shoshone_Idaho_UnitedStates.AveragePrecipitationTotal.missing|Shoshone_Idaho_UnitedStates.AveragePrecipitation.data|Shoshone_Idaho_UnitedStates.AveragePrecipitation.missing|Shoshone_Idaho_UnitedStates.AverageWindDirection.data|Shoshone_Idaho_UnitedStates.AverageWindDirection.missing|Shoshone_Idaho_UnitedStates.AverageWindSpeed.data|Shoshone_Idaho_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|20|0.0|20|87.43650793650794|0|6.6086309523809526|0
