|dates|Chouteau_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chouteau_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chouteau_Montana_UnitedStates.Male_Total_Population.data|Chouteau_Montana_UnitedStates.Male_Total_Population.missing|Chouteau_Montana_UnitedStates.Female_Total_Population.data|Chouteau_Montana_UnitedStates.Female_Total_Population.missing|Chouteau_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Chouteau_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1171.0|0|2872.0|0|2873.0|0|1338.0|0
