|dates|DeafSmith_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeafSmith_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeafSmith_Texas_UnitedStates.Male_Total_Population.data|DeafSmith_Texas_UnitedStates.Male_Total_Population.missing|DeafSmith_Texas_UnitedStates.Female_Total_Population.data|DeafSmith_Texas_UnitedStates.Female_Total_Population.missing|DeafSmith_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|DeafSmith_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2377.0|0|9369.0|0|9391.0|0|5824.0|0
