|dates|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.data|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.missing|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.data|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|71.0|0|0.0|100|1.0|0|0.0|100
