|dates|Daviess_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Daviess_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Daviess_Kentucky_UnitedStates.Male_Total_Population.data|Daviess_Kentucky_UnitedStates.Male_Total_Population.missing|Daviess_Kentucky_UnitedStates.Female_Total_Population.data|Daviess_Kentucky_UnitedStates.Female_Total_Population.missing|Daviess_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Daviess_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17128.0|0|49399.0|0|51705.0|0|24735.0|0
