|dates|Terrell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Terrell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Terrell_Texas_UnitedStates.Male_Total_Population.data|Terrell_Texas_UnitedStates.Male_Total_Population.missing|Terrell_Texas_UnitedStates.Female_Total_Population.data|Terrell_Texas_UnitedStates.Female_Total_Population.missing|Terrell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Terrell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|244.0|0|421.0|0|402.0|0|163.0|0
