|dates|Marshall_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Tennessee_UnitedStates.Male_Total_Population.data|Marshall_Tennessee_UnitedStates.Male_Total_Population.missing|Marshall_Tennessee_UnitedStates.Female_Total_Population.data|Marshall_Tennessee_UnitedStates.Female_Total_Population.missing|Marshall_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5430.0|0|16495.0|0|17188.0|0|7899.0|0
