|dates|St.Clair_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Clair_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Clair_Alabama_UnitedStates.Male_Total_Population.data|St.Clair_Alabama_UnitedStates.Male_Total_Population.missing|St.Clair_Alabama_UnitedStates.Female_Total_Population.data|St.Clair_Alabama_UnitedStates.Female_Total_Population.missing|St.Clair_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|St.Clair_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14738.0|0|44027.0|0|44663.0|0|20126.0|0
