|dates|Camas_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camas_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camas_Idaho_UnitedStates.Male_Total_Population.data|Camas_Idaho_UnitedStates.Male_Total_Population.missing|Camas_Idaho_UnitedStates.Female_Total_Population.data|Camas_Idaho_UnitedStates.Female_Total_Population.missing|Camas_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Camas_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|253.0|0|570.0|0|557.0|0|263.0|0
