|dates|Benton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Missouri_UnitedStates.Male_Total_Population.data|Benton_Missouri_UnitedStates.Male_Total_Population.missing|Benton_Missouri_UnitedStates.Female_Total_Population.data|Benton_Missouri_UnitedStates.Female_Total_Population.missing|Benton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5939.0|0|9663.0|0|9615.0|0|3328.0|0
