|dates|Madison_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Texas_UnitedStates.Male_Total_Population.data|Madison_Texas_UnitedStates.Male_Total_Population.missing|Madison_Texas_UnitedStates.Female_Total_Population.data|Madison_Texas_UnitedStates.Female_Total_Population.missing|Madison_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2251.0|0|8283.0|0|6139.0|0|3052.0|0
