|dates|Cumberland_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Kentucky_UnitedStates.Male_Total_Population.data|Cumberland_Kentucky_UnitedStates.Male_Total_Population.missing|Cumberland_Kentucky_UnitedStates.Female_Total_Population.data|Cumberland_Kentucky_UnitedStates.Female_Total_Population.missing|Cumberland_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1456.0|0|3245.0|0|3414.0|0|1441.0|0
