|dates|Bethel_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bethel_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bethel_Alaska_UnitedStates.Male_Total_Population.data|Bethel_Alaska_UnitedStates.Male_Total_Population.missing|Bethel_Alaska_UnitedStates.Female_Total_Population.data|Bethel_Alaska_UnitedStates.Female_Total_Population.missing|Bethel_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Bethel_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1402.0|0|9376.0|0|8840.0|0|6542.0|0
