|dates|Danville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Danville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Danville_Virginia_UnitedStates.Male_Total_Population.data|Danville_Virginia_UnitedStates.Male_Total_Population.missing|Danville_Virginia_UnitedStates.Female_Total_Population.data|Danville_Virginia_UnitedStates.Female_Total_Population.missing|Danville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Danville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8518.0|0|18720.0|0|21973.0|0|8821.0|0
