|dates|Marion_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Arkansas_UnitedStates.Male_Total_Population.data|Marion_Arkansas_UnitedStates.Male_Total_Population.missing|Marion_Arkansas_UnitedStates.Female_Total_Population.data|Marion_Arkansas_UnitedStates.Female_Total_Population.missing|Marion_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4768.0|0|8209.0|0|8513.0|0|3116.0|0
