|dates|Kanawha_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kanawha_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kanawha_WestVirginia_UnitedStates.Male_Total_Population.data|Kanawha_WestVirginia_UnitedStates.Male_Total_Population.missing|Kanawha_WestVirginia_UnitedStates.Female_Total_Population.data|Kanawha_WestVirginia_UnitedStates.Female_Total_Population.missing|Kanawha_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Kanawha_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37272.0|0|86916.0|0|93538.0|0|36012.0|0
