|dates|Union_Arkansas_UnitedStates.BLS_EmployedPopulation.data|Union_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|Union_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|Union_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|Union_Arkansas_UnitedStates.BLS_UnemploymentRate.data|Union_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|Union_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|Union_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-02|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-03|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-04|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-05|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-06|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-07|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-08|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-09|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-10|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-11|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-12|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-13|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-14|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-15|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-16|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-17|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-18|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-19|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-20|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-21|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-22|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-23|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-24|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-25|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-26|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-27|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-28|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
0|2020-01-29|14717.5|0|1026.0|0|6.516975259630959|0|15743.5|0
