|dates|SantaFe_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaFe_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaFe_NewMexico_UnitedStates.Male_Total_Population.data|SantaFe_NewMexico_UnitedStates.Male_Total_Population.missing|SantaFe_NewMexico_UnitedStates.Female_Total_Population.data|SantaFe_NewMexico_UnitedStates.Female_Total_Population.missing|SantaFe_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|SantaFe_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36485.0|0|72711.0|0|77345.0|0|26988.0|0
