|dates|Glacier_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Glacier_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Glacier_Montana_UnitedStates.Male_Total_Population.data|Glacier_Montana_UnitedStates.Male_Total_Population.missing|Glacier_Montana_UnitedStates.Female_Total_Population.data|Glacier_Montana_UnitedStates.Female_Total_Population.missing|Glacier_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Glacier_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1653.0|0|6658.0|0|7089.0|0|4289.0|0
