|dates|Union_Oregon_UnitedStates.BLS_EmployedPopulation.data|Union_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Union_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Union_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Union_Oregon_UnitedStates.BLS_UnemploymentRate.data|Union_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Union_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Union_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-02|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-03|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-04|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-05|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-06|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-07|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-08|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-09|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-10|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-11|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-12|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-13|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-14|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-15|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-16|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-17|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-18|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-19|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-20|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-21|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-22|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-23|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-24|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-25|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-26|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-27|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-28|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-29|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-30|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-01-31|11115.5|0|686.5|0|5.816810710049144|0|11802.0|0
0|2020-02-01|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-02|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-03|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-04|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-05|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-06|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-07|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-08|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-09|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-10|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-11|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-12|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-13|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-14|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-15|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-16|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-17|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-18|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-19|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-20|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-21|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-22|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-23|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-24|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-25|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-26|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-27|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-28|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-02-29|11262.0|0|639.5|0|5.37327227660379|0|11901.5|0
0|2020-03-01|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-02|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-03|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-04|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-05|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-06|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-07|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-08|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-09|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-10|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-11|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-12|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-13|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-14|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-15|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
0|2020-03-16|11272.5|0|683.0|0|5.712851825519635|0|11955.5|0
