|dates|Spokane_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spokane_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spokane_Washington_UnitedStates.Male_Total_Population.data|Spokane_Washington_UnitedStates.Male_Total_Population.missing|Spokane_Washington_UnitedStates.Female_Total_Population.data|Spokane_Washington_UnitedStates.Female_Total_Population.missing|Spokane_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Spokane_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|83279.0|0|255193.0|0|259438.0|0|114051.0|0
