|dates|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.NYT_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2379.0|0|0.0|100|29.0|0|0.0|100
