|dates|Potter_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Potter_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Potter_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Potter_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Potter_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Potter_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Potter_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Potter_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-02|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-03|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-04|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-05|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-06|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-07|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-08|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-09|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-10|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-11|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-12|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-13|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-14|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-15|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-16|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-17|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-18|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-19|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-20|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-21|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-22|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-23|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-24|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-25|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-26|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-27|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-28|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-29|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-30|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-01-31|951.0|0|32.5|0|3.304524656837824|0|983.5|0
0|2020-02-01|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-02|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-03|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-04|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-05|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-06|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-07|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-08|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-09|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-10|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-11|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-12|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-13|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-14|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-15|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-16|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-17|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-18|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-19|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-20|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-21|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-22|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-23|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-24|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-25|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-26|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-27|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-28|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-02-29|951.5|0|30.5|0|3.105906313645621|0|982.0|0
0|2020-03-01|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-02|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-03|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-04|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-05|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-06|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-07|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-08|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-09|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-10|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-11|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-12|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-13|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-14|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-15|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-16|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-17|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-18|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-19|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-20|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-21|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-22|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-23|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-24|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-25|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-26|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-27|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-28|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-29|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-30|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-03-31|978.5|0|32.5|0|3.2146389713155292|0|1011.0|0
0|2020-04-01|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-02|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-03|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-04|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-05|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-06|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-07|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-08|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-09|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-10|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-11|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-12|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-13|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-14|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-15|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-16|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-17|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-18|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-19|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-20|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-21|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-22|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-23|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-24|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-25|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-26|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-27|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-28|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-29|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-04-30|939.0|0|50.5|0|5.103587670540677|0|989.5|0
0|2020-05-01|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-02|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-03|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-04|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-05|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-06|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-07|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-08|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-09|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-10|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-11|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-12|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-13|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-14|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-15|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-16|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-17|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-18|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-19|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-20|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-21|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-22|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-23|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-24|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-25|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-26|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-27|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-28|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-29|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-30|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-05-31|973.0|0|40.0|0|3.9486673247778876|0|1013.0|0
0|2020-06-01|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-02|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-03|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-04|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-05|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-06|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-07|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-08|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-09|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-10|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-11|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-12|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-13|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-14|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-15|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-16|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-17|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-18|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-19|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-20|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-21|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-22|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-23|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-24|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-25|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-26|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-27|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-28|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-29|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-06-30|1002.0|0|35.0|0|3.3751205400192865|0|1037.0|0
0|2020-07-01|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-02|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-03|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-04|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-05|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-06|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-07|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-08|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-09|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-10|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-11|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-12|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-13|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-14|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-15|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-16|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-17|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-18|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-19|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-20|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-21|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-22|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-23|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-24|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-25|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
0|2020-07-26|1009.0|0|33.0|0|3.166986564299424|0|1042.0|0
