|dates|Clay_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Alabama_UnitedStates.Male_Total_Population.data|Clay_Alabama_UnitedStates.Male_Total_Population.missing|Clay_Alabama_UnitedStates.Female_Total_Population.data|Clay_Alabama_UnitedStates.Female_Total_Population.missing|Clay_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2751.0|0|6492.0|0|6783.0|0|2688.0|0
