|dates|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Unassigned_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
