|dates|Northumberland_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Northumberland_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Northumberland_Pennsylvania_UnitedStates.AveragePrecipitation.data|Northumberland_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Northumberland_Pennsylvania_UnitedStates.AverageWindDirection.data|Northumberland_Pennsylvania_UnitedStates.AverageWindDirection.missing|Northumberland_Pennsylvania_UnitedStates.AverageWindSpeed.data|Northumberland_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.016666666666666666|0|130.97222222222223|0|4.076388888888888|0
