|dates|Jack_Texas_UnitedStates.BLS_EmployedPopulation.data|Jack_Texas_UnitedStates.BLS_EmployedPopulation.missing|Jack_Texas_UnitedStates.BLS_UnemployedPopulation.data|Jack_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Jack_Texas_UnitedStates.BLS_UnemploymentRate.data|Jack_Texas_UnitedStates.BLS_UnemploymentRate.missing|Jack_Texas_UnitedStates.BLS_LaborForcePopulation.data|Jack_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|3109.0|0|198.0|0|5.98729966737224|0|3307.0|0
