|dates|IndianRiver_Florida_UnitedStates.BLS_EmployedPopulation.data|IndianRiver_Florida_UnitedStates.BLS_EmployedPopulation.missing|IndianRiver_Florida_UnitedStates.BLS_UnemployedPopulation.data|IndianRiver_Florida_UnitedStates.BLS_UnemployedPopulation.missing|IndianRiver_Florida_UnitedStates.BLS_UnemploymentRate.data|IndianRiver_Florida_UnitedStates.BLS_UnemploymentRate.missing|IndianRiver_Florida_UnitedStates.BLS_LaborForcePopulation.data|IndianRiver_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-02|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-03|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-04|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-05|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-06|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-07|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-08|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-09|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-10|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-11|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-12|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-13|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-14|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-15|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-16|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-17|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-18|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-19|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-20|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-21|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-22|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-23|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-24|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-25|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-26|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-27|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-28|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-29|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-30|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-01-31|64099.0|0|2633.0|0|3.9456332793862017|0|66732.0|0
0|2020-02-01|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-02|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-03|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-04|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-05|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-06|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-07|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-08|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-09|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-10|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-11|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-12|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-13|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-14|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-15|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-16|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-17|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-18|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-19|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-20|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-21|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-22|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-23|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-24|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-25|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-26|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-27|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-28|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-02-29|64536.5|0|2440.0|0|3.6430688375773594|0|66976.5|0
0|2020-03-01|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-02|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-03|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-04|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-05|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-06|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-07|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-08|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-09|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-10|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-11|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-12|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-13|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-14|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-15|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-16|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-17|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-18|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-19|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-20|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-21|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-22|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-23|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-24|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-25|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-26|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-27|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-28|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-29|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-30|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-03-31|63453.5|0|3755.5|0|5.5877933014923595|0|67209.0|0
0|2020-04-01|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-02|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-03|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-04|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-05|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-06|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-07|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-08|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-09|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-10|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-11|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-12|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-13|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
0|2020-04-14|53116.0|0|8807.5|0|14.223194748358862|0|61923.5|0
