|dates|Staunton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Staunton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Staunton_Virginia_UnitedStates.Male_Total_Population.data|Staunton_Virginia_UnitedStates.Male_Total_Population.missing|Staunton_Virginia_UnitedStates.Female_Total_Population.data|Staunton_Virginia_UnitedStates.Female_Total_Population.missing|Staunton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Staunton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5307.0|0|11435.0|0|13487.0|0|4835.0|0
