|dates|Arthur_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Arthur_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Arthur_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Arthur_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Arthur_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Arthur_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|22.0|0|0.0|100|1.0|0|0.0|100
