|dates|Jersey_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jersey_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jersey_Illinois_UnitedStates.Male_Total_Population.data|Jersey_Illinois_UnitedStates.Male_Total_Population.missing|Jersey_Illinois_UnitedStates.Female_Total_Population.data|Jersey_Illinois_UnitedStates.Female_Total_Population.missing|Jersey_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Jersey_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4260.0|0|10677.0|0|11170.0|0|4455.0|0
