|dates|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Sibley_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Sibley_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1636.0|0|0.0|100|10.0|0|0.0|100
