|dates|Pickaway_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pickaway_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pickaway_Ohio_UnitedStates.Male_Total_Population.data|Pickaway_Ohio_UnitedStates.Male_Total_Population.missing|Pickaway_Ohio_UnitedStates.Female_Total_Population.data|Pickaway_Ohio_UnitedStates.Female_Total_Population.missing|Pickaway_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Pickaway_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9115.0|0|30479.0|0|27607.0|0|12446.0|0
