|dates|Asotin_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Asotin_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Asotin_Washington_UnitedStates.Male_Total_Population.data|Asotin_Washington_UnitedStates.Male_Total_Population.missing|Asotin_Washington_UnitedStates.Female_Total_Population.data|Asotin_Washington_UnitedStates.Female_Total_Population.missing|Asotin_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Asotin_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5272.0|0|11023.0|0|11587.0|0|4588.0|0
