|dates|Hidalgo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hidalgo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hidalgo_NewMexico_UnitedStates.Male_Total_Population.data|Hidalgo_NewMexico_UnitedStates.Male_Total_Population.missing|Hidalgo_NewMexico_UnitedStates.Female_Total_Population.data|Hidalgo_NewMexico_UnitedStates.Female_Total_Population.missing|Hidalgo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Hidalgo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|948.0|0|2101.0|0|2139.0|0|961.0|0
