|dates|Fountain_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fountain_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fountain_Indiana_UnitedStates.Male_Total_Population.data|Fountain_Indiana_UnitedStates.Male_Total_Population.missing|Fountain_Indiana_UnitedStates.Female_Total_Population.data|Fountain_Indiana_UnitedStates.Female_Total_Population.missing|Fountain_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Fountain_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3282.0|0|8162.0|0|8189.0|0|3568.0|0
