|dates|Nolan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nolan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nolan_Texas_UnitedStates.Male_Total_Population.data|Nolan_Texas_UnitedStates.Male_Total_Population.missing|Nolan_Texas_UnitedStates.Female_Total_Population.data|Nolan_Texas_UnitedStates.Female_Total_Population.missing|Nolan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Nolan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2694.0|0|7370.0|0|7381.0|0|3855.0|0
