|dates|Kosciusko_Indiana_UnitedStates.BLS_EmployedPopulation.data|Kosciusko_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Kosciusko_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Kosciusko_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Kosciusko_Indiana_UnitedStates.BLS_UnemploymentRate.data|Kosciusko_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Kosciusko_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Kosciusko_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-02|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-03|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-04|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-05|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-06|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-07|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-08|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-09|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-10|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-11|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-12|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-13|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-14|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-15|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-16|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-17|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-18|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-19|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-20|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-21|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-22|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-23|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-24|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-25|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-26|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-27|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-28|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-29|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-30|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-01-31|40505.5|0|1278.0|0|3.058623619371283|0|41783.5|0
0|2020-02-01|40623.0|0|1196.5|0|2.8611054651538157|0|41819.5|0
