|dates|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Kalawao_Hawaii_UnitedStates.NYT_ConfirmedCases.data|Kalawao_Hawaii_UnitedStates.NYT_ConfirmedCases.missing|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Kalawao_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
