|dates|Baylor_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baylor_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baylor_Texas_UnitedStates.Male_Total_Population.data|Baylor_Texas_UnitedStates.Male_Total_Population.missing|Baylor_Texas_UnitedStates.Female_Total_Population.data|Baylor_Texas_UnitedStates.Female_Total_Population.missing|Baylor_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Baylor_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|853.0|0|1744.0|0|1838.0|0|824.0|0
