|dates|Meeker_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meeker_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meeker_Minnesota_UnitedStates.Male_Total_Population.data|Meeker_Minnesota_UnitedStates.Male_Total_Population.missing|Meeker_Minnesota_UnitedStates.Female_Total_Population.data|Meeker_Minnesota_UnitedStates.Female_Total_Population.missing|Meeker_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Meeker_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4634.0|0|11783.0|0|11358.0|0|5594.0|0
