|dates|Shiawassee_Michigan_UnitedStates.AveragePrecipitationTotal.data|Shiawassee_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Shiawassee_Michigan_UnitedStates.AveragePrecipitation.data|Shiawassee_Michigan_UnitedStates.AveragePrecipitation.missing|Shiawassee_Michigan_UnitedStates.AverageWindDirection.data|Shiawassee_Michigan_UnitedStates.AverageWindDirection.missing|Shiawassee_Michigan_UnitedStates.AverageWindSpeed.data|Shiawassee_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|225.46875|0|10.744791666666666|0
0|2020-01-02|0.0|0|0.0|0|208.8715277777778|0|9.979166666666666|0
0|2020-01-03|0.0|0|0.0|0|195.10416666666666|0|3.703125|0
0|2020-01-04|0.0|0|0.0|0|309.7916666666667|0|7.260416666666667|0
0|2020-01-05|0.0|0|0.0|0|221.19791666666666|0|10.208333333333334|0
0|2020-01-06|0.0|0|0.0|0|257.96875|0|13.598958333333334|0
0|2020-01-07|0.0|0|0.0|0|235.46875|0|8.067708333333334|0
0|2020-01-08|0.0|0|0.0|0|238.95833333333334|0|9.020833333333334|0
0|2020-01-09|0.0|0|0.0|0|151.35416666666666|0|12.5|0
0|2020-01-10|0.0|0|0.0|0|143.28125|0|6.875|0
0|2020-01-11|0.0|0|0.0|0|51.770833333333336|0|10.807291666666666|0
0|2020-01-12|0.0|0|0.0|0|154.53125|0|3.5625|0
0|2020-01-13|0.0|0|0.0|0|114.79166666666667|0|3.2395833333333335|0
0|2020-01-14|0.0|0|0.0|0|178.38541666666666|0|7.09375|0
0|2020-01-15|0.0|0|0.0|0|144.63541666666666|0|4.395833333333333|0
0|2020-01-16|0.0|0|0.0|0|290.9375|0|13.375|0
0|2020-01-17|0.0|0|0.0|0|138.125|0|6.880208333333333|0
0|2020-01-18|0.0|0|0.0|0|184.16666666666666|0|14.604166666666666|0
0|2020-01-19|0.0|0|0.0|0|155.41666666666666|0|10.385416666666666|0
0|2020-01-20|0.0|0|0.0|0|150.41666666666666|0|2.0729166666666665|0
0|2020-01-21|0.0|0|0.0|0|157.76041666666666|0|5.416666666666667|0
0|2020-01-22|0.0|0|0.0|0|193.59375|0|8.28125|0
0|2020-01-23|0.0|0|0.0|0|136.51041666666666|0|4.796875|0
0|2020-01-24|0.0|0|0.0|0|95.83333333333333|0|6.421875|0
0|2020-01-25|0.0|0|0.0|0|150.72916666666666|0|4.041666666666667|0
0|2020-01-26|0.0|0|0.0|0|255.57291666666666|0|10.21875|0
0|2020-01-27|0.0|0|0.0|0|285.5208333333333|0|6.635416666666667|0
0|2020-01-28|0.0|0|0.0|0|199.89583333333334|0|4.119791666666667|0
0|2020-01-29|0.0|0|0.0|0|40.260416666666664|0|2.7604166666666665|0
0|2020-01-30|0.0|0|0.0|0|31.09375|0|0.6197916666666666|0
0|2020-01-31|0.0|0|0.0|0|73.07291666666667|0|1.65625|0
0|2020-02-01|0.0|0|0.0|0|205.72916666666666|0|6.838541666666667|0
0|2020-02-02|0.0|0|0.0|0|237.03125|0|11.859375|0
0|2020-02-03|0.0|0|0.0|0|76.5625|0|4.364583333333333|0
0|2020-02-04|0.0|0|0.0|0|148.17708333333334|0|8.307291666666666|0
0|2020-02-05|0.0|0|0.0|0|87.13541666666667|0|6.354166666666667|0
0|2020-02-06|0.0|0|0.0|0|158.54166666666666|0|7.151041666666667|0
0|2020-02-07|0.0|0|0.0|0|307.7604166666667|0|7.854166666666667|0
