|dates|Rush_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rush_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rush_Indiana_UnitedStates.Male_Total_Population.data|Rush_Indiana_UnitedStates.Male_Total_Population.missing|Rush_Indiana_UnitedStates.Female_Total_Population.data|Rush_Indiana_UnitedStates.Female_Total_Population.missing|Rush_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Rush_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3056.0|0|8223.0|0|8440.0|0|3789.0|0
