|dates|Lincoln_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_WestVirginia_UnitedStates.Male_Total_Population.data|Lincoln_WestVirginia_UnitedStates.Male_Total_Population.missing|Lincoln_WestVirginia_UnitedStates.Female_Total_Population.data|Lincoln_WestVirginia_UnitedStates.Female_Total_Population.missing|Lincoln_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4015.0|0|10205.0|0|10394.0|0|4539.0|0
